ID_CROPS_FR,GROUP_FR,CROPS_FR,ID_GROUP_FR,GROUP_FR_filtered,CROPS_FR_filtered,match,max_match,ID_GROUP_ICC,sim
GAI,Fourrage,Gaillet,16,Fourrage,Gaillet,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
GES,Fourrage,Gesse,16,Fourrage,Gesse,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
GFP,Fourrage,Autre graminée fourragère pure de 5 ans ou moins,16,Fourrage,graminée fourragère pure de 5 ans moins,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JO5,Fourrage,Jarosse implantée pour la récolte 2015,16,Fourrage,Jarosse implantée pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JO6,Fourrage,Jarosse implantée pour la récolte 2016,16,Fourrage,Jarosse implantée pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JO7,Fourrage,Jarosse implantée pour la récolte 2017,16,Fourrage,Jarosse implantée pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JO8,Fourrage,Jarosse implantée pour la récolte 2018,16,Fourrage,Jarosse implantée pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JOD,Fourrage,Jarosse déshydratée,16,Fourrage,Jarosse déshydratée,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
JOS,Fourrage,Autre jarosse,16,Fourrage,jarosse,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LEF,Fourrage,Lentille fourragère,16,Fourrage,Lentille fourragère,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LFH,Fourrage,Autre lupin fourrager d’hiver,16,Fourrage,lupin fourrager dhiver,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LFP,Fourrage,Autre lupin fourrager de printemps,16,Fourrage,lupin fourrager de printemps,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LH5,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2015,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LH6,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2016,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LH7,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2017,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LH8,Fourrage,Lupin fourrager d'hiver implanté pour la récolte 2018,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LO7,Fourrage,Lotier implanté pour la récolte 2017,16,Fourrage,Lotier implanté pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LO8,Fourrage,Lotier implanté pour la récolte 2018,16,Fourrage,Lotier implanté pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LOT,Fourrage,Lotier,16,Fourrage,Lotier,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LP5,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2015,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LP6,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2016,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LP7,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2017,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LP8,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2018,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LU5,Fourrage,Luzerne implantée pour la récolte 2015,16,Fourrage,Luzerne implantée pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LU6,Fourrage,Luzerne implantée pour la récolte 2016,16,Fourrage,Luzerne implantée pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LU7,Fourrage,Luzerne implantée pour la récolte 2017,16,Fourrage,Luzerne implantée pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LU8,Fourrage,Luzerne implantée pour la récolte 2018,16,Fourrage,Luzerne implantée pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LUD,Fourrage,Luzerne déshydratée,16,Fourrage,Luzerne déshydratée,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
LUZ,Fourrage,Autre luzerne,16,Fourrage,luzerne,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MC5,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MC6,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MC7,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MC8,Fourrage,Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 et de céréales et d’oléagineux,16,Fourrage,Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ME5,Fourrage,Mélilot implanté pour la récolte 2015,16,Fourrage,Mélilot implanté pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ME6,Fourrage,Mélilot implanté pour la récolte 2016,16,Fourrage,Mélilot implanté pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ME7,Fourrage,Mélilot implanté pour la récolte 2017,16,Fourrage,Mélilot implanté pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ME8,Fourrage,Mélilot implanté pour la récolte 2018,16,Fourrage,Mélilot implanté pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MED,Fourrage,Mélilot déshydraté,16,Fourrage,Mélilot déshydraté,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MEL,Fourrage,Autre mélilot,16,Fourrage,mélilot,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MH5,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 dherbacées de graminées fourragères,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MH6,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 dherbacées de graminées fourragères,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MH7,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 dherbacées de graminées fourragères,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MI7,Fourrage,Minette implanté pour la récolte 2017,16,Fourrage,Minette implanté pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MI8,Fourrage,Minette implanté pour la récolte 2018,16,Fourrage,Minette implanté pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MIN,Fourrage,Minette,16,Fourrage,Minette,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ML5,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2015 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ML6,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2016 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ML7,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2017 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
ML8,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2018 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MLC,Fourrage,Mélange de légumineuses fourragères prépondérantes et de céréales et/ou d’oléagineux,16,Fourrage,Mélange de légumineuses fourragères prépondérantes de céréalesou doléagineux,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MLD,Fourrage,Mélange de légumineuses déshydratées (entre elles),16,Fourrage,Mélange de légumineuses déshydratées,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MLF,Fourrage,Mélange de légumineuses fourragères (entre elles),16,Fourrage,Mélange de légumineuses fourragères,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MLG,Fourrage,Mélange de légumineuses prépondérantes au semis et de graminées fourragères de 5 ans ou moins,16,Fourrage,Mélange de légumineuses prépondérantes au semis de graminées fourragères de 5 ans moins,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
MOH,Fourrage,Moha,16,Fourrage,Moha,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
NVF,Fourrage,Navet fourrager,16,Fourrage,Navet fourrager,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
