ID_CROPS_FR,GROUP_FR,CROPS_FR,ID_GROUP_FR,GROUP_FR_filtered,CROPS_FR_filtered,match,max_match,ID_GROUP_ICC,sim
OPN,Autres oléagineux,Autre oléagineux de printemps d’espèce Brassica napus,7,oléagineux,oléagineux de printemps despèce Brassica napus,"[['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'Oléagineux permanent', 4, 90.0], ['GROUP_FR', 7, 'oléagineux', 'fruits oléagineux', 4, 100.0]]","['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0]",4.0,100.0
OPR,Autres oléagineux,Autre oléagineux de printemps d’espèce Brassica rapa,7,oléagineux,oléagineux de printemps despèce Brassica rapa,"[['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'Oléagineux permanent', 4, 90.0], ['GROUP_FR', 7, 'oléagineux', 'fruits oléagineux', 4, 100.0]]","['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0]",4.0,100.0
SOJ,Autres oléagineux,Soja,7,oléagineux,Soja,"[['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'oléagineux temporaire', 4, 100.0], ['GROUP_FR', 7, 'oléagineux', 'Oléagineux permanent', 4, 90.0], ['GROUP_FR', 7, 'oléagineux', 'fruits oléagineux', 4, 100.0]]","['GROUP_FR', 7, 'oléagineux', 'Fruits oléagineux', 4, 100.0]",4.0,100.0
FEV,Protéagineux,Fève,8,Protéagineux,Fève,[],[],,
FVL,Protéagineux,Féverole semée avant le 31/05,8,Protéagineux,Féverole semée avant le 3105,[],[],,
FVT,Protéagineux,Féverole semée tardivement (après le 31/05),8,Protéagineux,Féverole semée tardivement,[],[],,
LDH,Protéagineux,Lupin doux d’hiver,8,Protéagineux,Lupin doux dhiver,[],[],,
LDP,Protéagineux,Lupin doux de printemps semé avant le 31/05,8,Protéagineux,Lupin doux de printemps semé avant le 3105,[],[],,
LDT,Protéagineux,Lupin doux de printemps semé tardivement (après le 31/05),8,Protéagineux,Lupin doux de printemps semé tardivement,[],[],,
MPC,Protéagineux,Mélange de protéagineux (pois et/ou lupin et/ou féverole) prépondérants semés avant le 31/05 et de céréales,8,Protéagineux,Mélange de protéagineux prépondérants semés avant le 3105 de céréales,[],[],,
MPP,Protéagineux,Mélange de protéagineux (pois et/ou lupin et/ou féverole),8,Protéagineux,Mélange de protéagineux,[],[],,
MPT,Protéagineux,Mélange de protéagineux semés tardivement (après le 31/05),8,Protéagineux,Mélange de protéagineux semés tardivement,[],[],,
PAG,Protéagineux,Autre protéagineux d’un autre genre,8,Protéagineux,protéagineux dun genre,[],[],,
PHI,Protéagineux,Pois d’hiver,8,Protéagineux,Pois dhiver,[],[],,
PPR,Protéagineux,Pois de printemps semé avant le 31/05,8,Protéagineux,Pois de printemps semé avant le 3105,[],[],,
PPT,Protéagineux,Pois de printemps semé tardivement (après le 31/05),8,Protéagineux,Pois de printemps semé tardivement,[],[],,
CHV,Plantes à fibres,Chanvre,9,Plantes à fibres,Chanvre,"[['CROPS_FR', 'CHV', 'Chanvre', 'Chanvre', 9, 100.0]]","['CROPS_FR', 'CHV', 'Chanvre', 'Chanvre', 9, 100.0]",9.0,100.0
CSE,Plantes à fibres,Chanvre sans étiquette conforme,9,Plantes à fibres,Chanvre sans étiquette conforme,[],[],,
LIF,Plantes à fibres,Lin fibres,9,Plantes à fibres,Lin fibres,[],[],,
J5M,Gel (surfaces gelées sans production),Jachère de 5 ans ou moins,11,Gel,Jachère de 5 ans moins,[],[],,
J6P,Gel (surfaces gelées sans production),Jachère de 6 ans ou plus,11,Gel,Jachère de 6 ans plus,[],[],,
J6S,Gel (surfaces gelées sans production),Jachère de 6 ans ou plus déclarée comme Surface d’intérêt écologique,11,Gel,Jachère de 6 ans plus déclarée comme Surface dintérêt écologique,[],[],,
JNO,Gel (surfaces gelées sans production),Jachère noire,11,Gel,Jachère noire,[],[],,
RIZ,Riz,Riz,14,Riz,Riz,"[['GROUP_FR', 14, 'Riz', 'Riz', 1, 100.0], ['CROPS_FR', 'RIZ', 'Riz', 'Riz', 1, 100.0]]","['GROUP_FR', 14, 'Riz', 'Riz', 1, 100.0]",1.0,100.0
LEC,Légumineuses à grains,Lentille cultivée (non fourragère),15,Légumineuses à grains,Lentille cultivée,[],[],,
PCH,Légumineuses à grains,Pois chiche,15,Légumineuses à grains,Pois chiche,"[['CROPS_FR', 'PCH', 'Pois chiche', 'Pois chiches', 7, 96.0]]","['CROPS_FR', 'PCH', 'Pois chiche', 'Pois chiches', 7, 96.0]",7.0,96.0
BVF,Fourrage,Betterave fourragère,16,Fourrage,Betterave fourragère,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
CAF,Fourrage,Carotte fourragère,16,Fourrage,Carotte fourragère,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
CHF,Fourrage,Chou fourrager,16,Fourrage,Chou fourrager,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
CPL,Fourrage,Fourrage composé de céréales et/ou de protéagineux (en proportion < 50%) et/ou de légumineuses fourragères (en proportion < 50%),16,Fourrage,Fourrage composé de céréalesou de protéagineux ou de légumineuses fourragères,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
DTY,Fourrage,Dactyle de 5 ans ou moins,16,Fourrage,Dactyle de 5 ans moins,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FAG,Fourrage,Autre fourrage annuel d’un autre genre,16,Fourrage,fourrage annuel dun genre,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FET,Fourrage,Fétuque de 5 ans ou moins,16,Fourrage,Fétuque de 5 ans moins,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FF5,Fourrage,Féverole fourragère implantée pour la récolte 2015,16,Fourrage,Féverole fourragère implantée pour la récolte 2015,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FF6,Fourrage,Féverole fourragère implantée pour la récolte 2016,16,Fourrage,Féverole fourragère implantée pour la récolte 2016,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FF7,Fourrage,Féverole fourragère implantée pour la récolte 2017,16,Fourrage,Féverole fourragère implantée pour la récolte 2017,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FF8,Fourrage,Féverole fourragère implantée pour la récolte 2018,16,Fourrage,Féverole fourragère implantée pour la récolte 2018,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FFO,Fourrage,Autre féverole fourragère,16,Fourrage,féverole fourragère,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FLO,Fourrage,Fléole de 5 ans ou moins,16,Fourrage,Fléole de 5 ans moins,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
FSG,Fourrage,Autre plante fourragère sarclée d’un autre genre,16,Fourrage,plante fourragère sarclée dun genre,"[['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage temporaire d'herbe"", 9, 100.0], ['GROUP_FR', 16, 'Fourrage', ""Fourrage permanent à base d'herbe"", 9, 100.0]]","['GROUP_FR', 16, 'Fourrage', 'Fourrage de graminées', 9, 100.0]",9.0,100.0
