ID_CROPS_FR,GROUP_FR,CROPS_FR,ID_GROUP_FR,GROUP_FR_filtered,CROPS_FR_filtered,match,max_match,ID_GROUP_ICC,sim
PH5,Fourrage,Pois fourrager d’hiver implanté pour la récolte 2015,16,Fourrage,Pois fourrager dhiver implanté pour la récolte 2015,"[['CROPS_FR', 'PH5', 'Pois fourrager dhiver implanté pour la récolte 2015', 'Pois', 7, 100]]","['CROPS_FR', 'PH5', 'Pois fourrager dhiver implanté pour la récolte 2015', 'Pois', 7, 100]",7.0,100.0
PH6,Fourrage,Pois fourrager d’hiver implanté pour la récolte 2016,16,Fourrage,Pois fourrager dhiver implanté pour la récolte 2016,"[['CROPS_FR', 'PH6', 'Pois fourrager dhiver implanté pour la récolte 2016', 'Pois', 7, 100]]","['CROPS_FR', 'PH6', 'Pois fourrager dhiver implanté pour la récolte 2016', 'Pois', 7, 100]",7.0,100.0
PH7,Fourrage,Pois fourrager d’hiver implanté pour la récolte 2017,16,Fourrage,Pois fourrager dhiver implanté pour la récolte 2017,"[['CROPS_FR', 'PH7', 'Pois fourrager dhiver implanté pour la récolte 2017', 'Pois', 7, 100]]","['CROPS_FR', 'PH7', 'Pois fourrager dhiver implanté pour la récolte 2017', 'Pois', 7, 100]",7.0,100.0
PH8,Fourrage,Pois fourrager d’hiver implanté pour la récolte 2018,16,Fourrage,Pois fourrager dhiver implanté pour la récolte 2018,"[['CROPS_FR', 'PH8', 'Pois fourrager dhiver implanté pour la récolte 2018', 'Pois', 7, 100]]","['CROPS_FR', 'PH8', 'Pois fourrager dhiver implanté pour la récolte 2018', 'Pois', 7, 100]",7.0,100.0
PP5,Fourrage,Pois fourrager de printemps implanté pour la récolte 2015,16,Fourrage,Pois fourrager de printemps implanté pour la récolte 2015,"[['CROPS_FR', 'PP5', 'Pois fourrager de printemps implanté pour la récolte 2015', 'Pois', 7, 100]]","['CROPS_FR', 'PP5', 'Pois fourrager de printemps implanté pour la récolte 2015', 'Pois', 7, 100]",7.0,100.0
PP6,Fourrage,Pois fourrager de printemps implanté pour la récolte 2016,16,Fourrage,Pois fourrager de printemps implanté pour la récolte 2016,"[['CROPS_FR', 'PP6', 'Pois fourrager de printemps implanté pour la récolte 2016', 'Pois', 7, 100]]","['CROPS_FR', 'PP6', 'Pois fourrager de printemps implanté pour la récolte 2016', 'Pois', 7, 100]",7.0,100.0
PP7,Fourrage,Pois fourrager de printemps implanté pour la récolte 2017,16,Fourrage,Pois fourrager de printemps implanté pour la récolte 2017,"[['CROPS_FR', 'PP7', 'Pois fourrager de printemps implanté pour la récolte 2017', 'Pois', 7, 100]]","['CROPS_FR', 'PP7', 'Pois fourrager de printemps implanté pour la récolte 2017', 'Pois', 7, 100]",7.0,100.0
PP8,Fourrage,Pois fourrager de printemps implanté pour la récolte 2018,16,Fourrage,Pois fourrager de printemps implanté pour la récolte 2018,"[['CROPS_FR', 'PP8', 'Pois fourrager de printemps implanté pour la récolte 2018', 'Pois', 7, 100]]","['CROPS_FR', 'PP8', 'Pois fourrager de printemps implanté pour la récolte 2018', 'Pois', 7, 100]",7.0,100.0
RDF,Fourrage,Radis fourrager,16,Fourrage,Radis fourrager,[],[],,
SA5,Fourrage,Sainfoin implanté pour la récolte 2015,16,Fourrage,Sainfoin implanté pour la récolte 2015,[],[],,
SA6,Fourrage,Sainfoin implanté pour la récolte 2016,16,Fourrage,Sainfoin implanté pour la récolte 2016,[],[],,
SA7,Fourrage,Sainfoin implanté pour la récolte 2017,16,Fourrage,Sainfoin implanté pour la récolte 2017,[],[],,
SA8,Fourrage,Sainfoin implanté pour la récolte 2018,16,Fourrage,Sainfoin implanté pour la récolte 2018,[],[],,
SAD,Fourrage,Sainfoin déshydraté,16,Fourrage,Sainfoin déshydraté,[],[],,
SAI,Fourrage,Autre sainfoin,16,Fourrage,sainfoin,[],[],,
SE5,Fourrage,Serradelle implantée pour la récolte 2015,16,Fourrage,Serradelle implantée pour la récolte 2015,[],[],,
SE6,Fourrage,Serradelle implantée pour la récolte 2016,16,Fourrage,Serradelle implantée pour la récolte 2016,[],[],,
SE7,Fourrage,Serradelle implantée pour la récolte 2017,16,Fourrage,Serradelle implantée pour la récolte 2017,[],[],,
SE8,Fourrage,Serradelle implantée pour la récolte 2018,16,Fourrage,Serradelle implantée pour la récolte 2018,[],[],,
SED,Fourrage,Serradelle déshydratée,16,Fourrage,Serradelle déshydratée,[],[],,
SER,Fourrage,Autre serradelle,16,Fourrage,serradelle,[],[],,
TR5,Fourrage,Trèfle implanté pour la récolte 2015,16,Fourrage,Trèfle implanté pour la récolte 2015,[],[],,
TR6,Fourrage,Trèfle implanté pour la récolte 2016,16,Fourrage,Trèfle implanté pour la récolte 2016,[],[],,
TR7,Fourrage,Trèfle implanté pour la récolte 2017,16,Fourrage,Trèfle implanté pour la récolte 2017,[],[],,
TR8,Fourrage,Trèfle implanté pour la récolte 2018,16,Fourrage,Trèfle implanté pour la récolte 2018,[],[],,
TRD,Fourrage,Trèfle déshydraté,16,Fourrage,Trèfle déshydraté,[],[],,
TRE,Fourrage,Autre trèfle,16,Fourrage,trèfle,[],[],,
VE5,Fourrage,Vesce implantée pour la récolte 2015,16,Fourrage,Vesce implantée pour la récolte 2015,[],[],,
VE6,Fourrage,Vesce implantée pour la récolte 2016,16,Fourrage,Vesce implantée pour la récolte 2016,[],[],,
VE7,Fourrage,Vesce implantée pour la récolte 2017,16,Fourrage,Vesce implantée pour la récolte 2017,[],[],,
VE8,Fourrage,Vesce implantée pour la récolte 2018,16,Fourrage,Vesce implantée pour la récolte 2018,[],[],,
VED,Fourrage,Vesce déshydratée,16,Fourrage,Vesce déshydratée,[],[],,
VES,Fourrage,Autre vesce,16,Fourrage,vesce,[],[],,
XFE,Fourrage,X-Felium de 5 ans ou moins,16,Fourrage,XFelium de 5 ans moins,[],[],,
BOP,Estives et landes,Bois pâturé,17,Estives landes,Bois pâturé,[],[],,
SPH,Estives et landes,Surface pastorale - herbe prédominante et ressources fourragères ligneuses présentes,17,Estives landes,Surface pastorale herbe prédominante ressources fourragères ligneuses présentes,[],[],,
SPL,Estives et landes,Surface pastorale - ressources fourragères ligneuses prédominantes,17,Estives landes,Surface pastorale ressources fourragères ligneuses prédominantes,[],[],,
PPH,Prairies permanentes,Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes),18,Prairies permanentes,Prairie permanente herbe prédominante,[],[],,
PRL,Prairies permanentes,Prairie en rotation longue (6 ans ou plus),18,Prairies permanentes,Prairie en rotation longue,[],[],,
PTR,Prairies temporaires,Autre prairie temporaire de 5 ans ou moins,19,Prairies temporaires,prairie temporaire de 5 ans moins,"[['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', ""Cultures temporaires d'épices et d'aromates"", 6, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', ""Autres cultures temporaires d'épices"", 6, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Herbes et cultures fourragères temporaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures temporaires de fibres', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires de fibres', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures temporaires médicinales, pesticides ou similaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires médicinales, pesticides ou similaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures de fleurs temporaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires', 9, 81.5]]","['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5]",4.0,81.5
RGA,Prairies temporaires,Ray-grass de 5 ans ou moins,19,Prairies temporaires,Raygrass de 5 ans moins,"[['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', ""Cultures temporaires d'épices et d'aromates"", 6, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', ""Autres cultures temporaires d'épices"", 6, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Herbes et cultures fourragères temporaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures temporaires de fibres', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires de fibres', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures temporaires médicinales, pesticides ou similaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires médicinales, pesticides ou similaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Cultures de fleurs temporaires', 9, 81.5], ['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures temporaires', 9, 81.5]]","['GROUP_FR', 19, 'Prairies temporaires', 'Autres cultures oléagineuses temporaires', 4, 81.5]",4.0,81.5
AGR,Vergers,Agrume,20,Vergers,Agrume,[],[],,
ANA,Vergers,Ananas,20,Vergers,Ananas,"[['CROPS_FR', 'ANA', 'Ananas', 'Ananas', 3, 100]]","['CROPS_FR', 'ANA', 'Ananas', 'Ananas', 3, 100]",3.0,100.0
AVO,Vergers,Avocat,20,Vergers,Avocat,"[['CROPS_FR', 'AVO', 'Avocat', 'Avocats', 3, 92]]","['CROPS_FR', 'AVO', 'Avocat', 'Avocats', 3, 92]",3.0,92.0
BCA,Vergers,Banane créole (fruit et légume) - autre,20,Vergers,Banane créole,"[['CROPS_FR', 'BCA', 'Banane créole', 'Bananes', 3, 92]]","['CROPS_FR', 'BCA', 'Banane créole', 'Bananes', 3, 92]",3.0,92.0
BCF,Vergers,Banane créole (fruit et légume) - fermage,20,Vergers,Banane créole fermage,"[['CROPS_FR', 'BCF', 'Banane créole fermage', 'Bananes', 3, 92]]","['CROPS_FR', 'BCF', 'Banane créole fermage', 'Bananes', 3, 92]",3.0,92.0
BCI,Vergers,Banane créole (fruit et légume) - indivision,20,Vergers,Banane créole indivision,"[['CROPS_FR', 'BCI', 'Banane créole indivision', 'Bananes', 3, 92]]","['CROPS_FR', 'BCI', 'Banane créole indivision', 'Bananes', 3, 92]",3.0,92.0
BCP,Vergers,Banane créole (fruit et légume) - propriété ou faire valoir direct,20,Vergers,Banane créole propriété faire valoir direct,"[['CROPS_FR', 'BCP', 'Banane créole propriété faire valoir direct', 'Bananes', 3, 92]]","['CROPS_FR', 'BCP', 'Banane créole propriété faire valoir direct', 'Bananes', 3, 92]",3.0,92.0
BCR,Vergers,Banane créole (fruit et légume) - réforme foncière,20,Vergers,Banane créole réforme foncière,"[['CROPS_FR', 'BCR', 'Banane créole réforme foncière', 'Bananes', 3, 92]]","['CROPS_FR', 'BCR', 'Banane créole réforme foncière', 'Bananes', 3, 92]",3.0,92.0
BEA,Vergers,Banane export - autre,20,Vergers,Banane export,"[['CROPS_FR', 'BEA', 'Banane export', 'Bananes', 3, 92]]","['CROPS_FR', 'BEA', 'Banane export', 'Bananes', 3, 92]",3.0,92.0
BEF,Vergers,Banane export - fermage,20,Vergers,Banane export fermage,"[['CROPS_FR', 'BEF', 'Banane export fermage', 'Bananes', 3, 92]]","['CROPS_FR', 'BEF', 'Banane export fermage', 'Bananes', 3, 92]",3.0,92.0
BEI,Vergers,Banane export - indivision,20,Vergers,Banane export indivision,"[['CROPS_FR', 'BEI', 'Banane export indivision', 'Bananes', 3, 92]]","['CROPS_FR', 'BEI', 'Banane export indivision', 'Bananes', 3, 92]",3.0,92.0
BEP,Vergers,Banane export - propriété ou faire valoir direct,20,Vergers,Banane export propriété faire valoir direct,"[['CROPS_FR', 'BEP', 'Banane export propriété faire valoir direct', 'Bananes', 3, 92]]","['CROPS_FR', 'BEP', 'Banane export propriété faire valoir direct', 'Bananes', 3, 92]",3.0,92.0
BER,Vergers,Banane export - réforme foncière,20,Vergers,Banane export réforme foncière,"[['CROPS_FR', 'BER', 'Banane export réforme foncière', 'Bananes', 3, 92]]","['CROPS_FR', 'BER', 'Banane export réforme foncière', 'Bananes', 3, 92]",3.0,92.0
CAC,Vergers,Café / Cacao,20,Vergers,Café Cacao,"[['CROPS_FR', 'CAC', 'Café Cacao', 'Café', 6, 100], ['CROPS_FR', 'CAC', 'Café Cacao', 'Cacao', 6, 100]]","['CROPS_FR', 'CAC', 'Café Cacao', 'Café', 6, 100]",6.0,100.0
CBT,Vergers,Cerise bigarreau pour transformation,20,Vergers,Cerise bigarreau pour transformation,[],[],,
PFR,Vergers,Petit fruit rouge,20,Vergers,Petit fruit rouge,[],[],,
PRU,Vergers,Prune d’Ente pour transformation,20,Vergers,Prune dEnte pour transformation,[],[],,
PVT,Vergers,Pêche Pavie pour transformation,20,Vergers,Pêche Pavie pour transformation,[],[],,
PWT,Vergers,Poire Williams pour transformation,20,Vergers,Poire Williams pour transformation,"[['CROPS_FR', 'PWT', 'Poire Williams pour transformation', 'Poivre', 6, 91]]","['CROPS_FR', 'PWT', 'Poire Williams pour transformation', 'Poivre', 6, 91]",6.0,91.0
VGD,Vergers,Verger (DOM),20,Vergers,Verger,[],[],,
VRG,Vergers,Verger,20,Vergers,Verger,[],[],,
RVI,Vignes,Restructuration du vignoble,21,Vignes,Restructuration du vignoble,[],[],,
VRC,Vignes,Vigne : raisins de cuve,21,Vignes,Vigne raisins de cuve,[],[],,
VRN,Vignes,Vigne : raisins de cuve non en production,21,Vignes,Vigne raisins de cuve non en production,[],[],,
VRT,Vignes,Vigne : raisins de table,21,Vignes,Vigne raisins de table,[],[],,
CAB,Fruits à coque,Caroube,22,Fruits à coque,Caroube,"[['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0]]","['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0]",3.0,80.0
CTG,Fruits à coque,Châtaigne,22,Fruits à coque,Châtaigne,"[['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0], ['CROPS_FR', 'CTG', 'Châtaigne', 'Châtaignes', 3, 95]]","['CROPS_FR', 'CTG', 'Châtaigne', 'Châtaignes', 3, 95]",3.0,95.0
NOS,Fruits à coque,Noisette,22,Fruits à coque,Noisette,"[['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0]]","['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0]",3.0,80.0
NOX,Fruits à coque,Noix,22,Fruits à coque,Noix,"[['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix', 3, 100], ['CROPS_FR', 'NOX', 'Noix', 'Noix de cajou', 3, 100.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix de Grenoble', 3, 100.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix du Brésil', 3, 100.0], ['CROPS_FR', 'NOX', 'Noix', ""Noix d'Areca"", 3, 100.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix de cola', 3, 100.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix de coco', 4, 100.0], ['CROPS_FR', 'NOX', 'Noix', 'Noix de muscade macis cardamomes', 6, 100.0]]","['CROPS_FR', 'NOX', 'Noix', 'Noix', 3, 100]",3.0,100.0
PIS,Fruits à coque,Pistache,22,Fruits à coque,Pistache,"[['GROUP_FR', 22, 'Fruits à coque', 'Fruits à pépins et fruits à noyau', 3, 80.0], ['CROPS_FR', 'PIS', 'Pistache', 'Pistaches', 3, 94]]","['CROPS_FR', 'PIS', 'Pistache', 'Pistaches', 3, 94]",3.0,94.0
OLI,Oliviers,Oliveraie,23,Oliviers,Oliveraie,"[['GROUP_FR', 23, 'Oliviers', 'Olives', 4, 86]]","['GROUP_FR', 23, 'Oliviers', 'Olives', 4, 86]",4.0,86.0
ANE,Autres cultures industrielles,Aneth,24,cultures industrielles,Aneth,[],[],,
ANG,Autres cultures industrielles,Angélique,24,cultures industrielles,Angélique,[],[],,
ANI,Autres cultures industrielles,Anis,24,cultures industrielles,Anis,"[['CROPS_FR', 'ANI', 'Anis', 'Anis badiane et fenouil', 6, 100.0]]","['CROPS_FR', 'ANI', 'Anis', 'Anis badiane et fenouil', 6, 100.0]",6.0,100.0
BAR,Autres cultures industrielles,Bardane,24,cultures industrielles,Bardane,[],[],,
BAS,Autres cultures industrielles,Basilic,24,cultures industrielles,Basilic,"[['CROPS_FR', 'BAS', 'Basilic', 'Basilic', 9, 100]]","['CROPS_FR', 'BAS', 'Basilic', 'Basilic', 9, 100]",9.0,100.0
BRH,Autres cultures industrielles,Bourrache de 5 ans ou moins,24,cultures industrielles,Bourrache de 5 ans moins,[],[],,
BTN,Autres cultures industrielles,Betterave non fourragère / Bette,24,cultures industrielles,Betterave non fourragère Bette,[],[],,
CAV,Autres cultures industrielles,Carvi,24,cultures industrielles,Carvi,[],[],,
CHR,Autres cultures industrielles,Chardon Marie,24,cultures industrielles,Chardon Marie,[],[],,
CIB,Autres cultures industrielles,Ciboulette,24,cultures industrielles,Ciboulette,[],[],,
CML,Autres cultures industrielles,Cameline,24,cultures industrielles,Cameline,[],[],,
CMM,Autres cultures industrielles,Camomille,24,cultures industrielles,Camomille,[],[],,
CRD,Autres cultures industrielles,Coriandre,24,cultures industrielles,Coriandre,[],[],,
CRF,Autres cultures industrielles,Cerfeuil,24,cultures industrielles,Cerfeuil,[],[],,
CUM,Autres cultures industrielles,Cumin,24,cultures industrielles,Cumin,[],[],,
CUR,Autres cultures industrielles,Curcuma,24,cultures industrielles,Curcuma,[],[],,
EST,Autres cultures industrielles,Estragon,24,cultures industrielles,Estragon,[],[],,
FNO,Autres cultures industrielles,Fenouil,24,cultures industrielles,Fenouil,"[['CROPS_FR', 'FNO', 'Fenouil', 'Anis badiane et fenouil', 6, 86.0]]","['CROPS_FR', 'FNO', 'Fenouil', 'Anis badiane et fenouil', 6, 86.0]",6.0,86.0
FNU,Autres cultures industrielles,Fenugrec,24,cultures industrielles,Fenugrec,[],[],,
HBL,Autres cultures industrielles,Houblon,24,cultures industrielles,Houblon,"[['CROPS_FR', 'HBL', 'Houblon', 'Houblon', 6, 100]]","['CROPS_FR', 'HBL', 'Houblon', 'Houblon', 6, 100]",6.0,100.0
LAV,Autres cultures industrielles,Lavande / Lavandin,24,cultures industrielles,Lavande Lavandin,[],[],,
MAV,Autres cultures industrielles,Mauve,24,cultures industrielles,Mauve,[],[],,
MLI,Autres cultures industrielles,Mélisse,24,cultures industrielles,Mélisse,[],[],,
MLP,Autres cultures industrielles,Millepertuis,24,cultures industrielles,Millepertuis,[],[],,
MOT,Autres cultures industrielles,Moutarde,24,cultures industrielles,Moutarde,"[['CROPS_FR', 'MOT', 'Moutarde', 'Moutarde', 4, 100]]","['CROPS_FR', 'MOT', 'Moutarde', 'Moutarde', 4, 100]",4.0,100.0
MRJ,Autres cultures industrielles,Marjolaine / Origan,24,cultures industrielles,Marjolaine Origan,[],[],,
MTH,Autres cultures industrielles,Menthe,24,cultures industrielles,Menthe,"[['CROPS_FR', 'MTH', 'Menthe', 'Menthe', 9, 100]]","['CROPS_FR', 'MTH', 'Menthe', 'Menthe', 9, 100]",9.0,100.0
ORT,Autres cultures industrielles,Ortie,24,cultures industrielles,Ortie,[],[],,
OSE,Autres cultures industrielles,Oseille,24,cultures industrielles,Oseille,[],[],,
PAR,Autres cultures industrielles,Plante aromatique (autre que vanille),24,cultures industrielles,Plante aromatique,[],[],,
PMD,Autres cultures industrielles,Plante médicinale,24,cultures industrielles,Plante médicinale,[],[],,
PPA,Autres cultures industrielles,Autre plante à parfum aromatique et médicinale annuelle,24,cultures industrielles,plante à parfum aromatique médicinale annuelle,"[['CROPS_FR', 'PPA', 'plante à parfum aromatique médicinale annuelle', 'Cannelle', 6, 88]]","['CROPS_FR', 'PPA', 'plante à parfum aromatique médicinale annuelle', 'Cannelle', 6, 88]",6.0,88.0
PPF,Autres cultures industrielles,Plante à parfum (autre que géranium et vétiver),24,cultures industrielles,Plante à parfum,[],[],,
PPP,Autres cultures industrielles,Autre plante à parfum aromatique et médicinale pérenne,24,cultures industrielles,plante à parfum aromatique médicinale pérenne,[],[],,
PSL,Autres cultures industrielles,Persil,24,cultures industrielles,Persil,[],[],,
PSN,Autres cultures industrielles,Psyllium noir de Provence,24,cultures industrielles,Psyllium noir de Provence,[],[],,
PSY,Autres cultures industrielles,Plantain psyllium,24,cultures industrielles,Plantain psyllium,"[['CROPS_FR', 'PSY', 'Plantain psyllium', 'Plantains', 3, 94]]","['CROPS_FR', 'PSY', 'Plantain psyllium', 'Plantains', 3, 94]",3.0,94.0
ROM,Autres cultures industrielles,Romarin,24,cultures industrielles,Romarin,[],[],,
SGE,Autres cultures industrielles,Sauge,24,cultures industrielles,Sauge,[],[],,
SRI,Autres cultures industrielles,Sarriette,24,cultures industrielles,Sarriette,[],[],,
TAB,Autres cultures industrielles,Tabac,24,cultures industrielles,Tabac,"[['CROPS_FR', 'TAB', 'Tabac', 'Tabac', 9, 100]]","['CROPS_FR', 'TAB', 'Tabac', 'Tabac', 9, 100]",9.0,100.0
THY,Autres cultures industrielles,Thym,24,cultures industrielles,Thym,[],[],,
TOT,Autres cultures industrielles,Tomate pour transformation,24,cultures industrielles,Tomate pour transformation,"[['CROPS_FR', 'TOT', 'Tomate pour transformation', 'Tomates', 2, 92]]","['CROPS_FR', 'TOT', 'Tomate pour transformation', 'Tomates', 2, 92]",2.0,92.0
VAL,Autres cultures industrielles,Valériane,24,cultures industrielles,Valériane,[],[],,
VNB,Autres cultures industrielles,Vanille sous bois,24,cultures industrielles,Vanille sous bois,"[['CROPS_FR', 'VNB', 'Vanille sous bois', 'Vanille', 6, 100]]","['CROPS_FR', 'VNB', 'Vanille sous bois', 'Vanille', 6, 100]",6.0,100.0
VNL,Autres cultures industrielles,Vanille,24,cultures industrielles,Vanille,"[['CROPS_FR', 'VNL', 'Vanille', 'Vanille', 6, 100]]","['CROPS_FR', 'VNL', 'Vanille', 'Vanille', 6, 100]",6.0,100.0
VNV,Autres cultures industrielles,Vanille verte,24,cultures industrielles,Vanille verte,"[['CROPS_FR', 'VNV', 'Vanille verte', 'Vanille', 6, 100]]","['CROPS_FR', 'VNV', 'Vanille verte', 'Vanille', 6, 100]",6.0,100.0
YLA,Autres cultures industrielles,Ylang-ylang,24,cultures industrielles,Ylangylang,[],[],,
AIL,Légumes ou fleurs,Aïl,25,Légumes fleurs,Aïl,[],[],,
ART,Légumes ou fleurs,Artichaut,25,Légumes fleurs,Artichaut,"[['CROPS_FR', 'ART', 'Artichaut', 'Artichauts', 2, 95]]","['CROPS_FR', 'ART', 'Artichaut', 'Artichauts', 2, 95]",2.0,95.0
AUB,Légumes ou fleurs,Aubergine,25,Légumes fleurs,Aubergine,"[['CROPS_FR', 'AUB', 'Aubergine', 'Aubergines', 2, 95]]","['CROPS_FR', 'AUB', 'Aubergine', 'Aubergines', 2, 95]",2.0,95.0
BLT,Légumes ou fleurs,Bleuet,25,Légumes fleurs,Bleuet,[],[],,
BUR,Légumes ou fleurs,Bugle rampante,25,Légumes fleurs,Bugle rampante,[],[],,
CAR,Légumes ou fleurs,Carotte,25,Légumes fleurs,Carotte,"[['CROPS_FR', 'CAR', 'Carotte', 'Carottes', 2, 93]]","['CROPS_FR', 'CAR', 'Carotte', 'Carottes', 2, 93]",2.0,93.0
CCN,Légumes ou fleurs,Concombre / Cornichon,25,Légumes fleurs,Concombre Cornichon,"[['CROPS_FR', 'CCN', 'Concombre Cornichon', 'Concombres', 2, 95]]","['CROPS_FR', 'CCN', 'Concombre Cornichon', 'Concombres', 2, 95]",2.0,95.0
CCT,Légumes ou fleurs,Courgette / Citrouille,25,Légumes fleurs,Courgette Citrouille,[],[],,
CEL,Légumes ou fleurs,Céleri,25,Légumes fleurs,Céleri,[],[],,
CES,Légumes ou fleurs,Chicorée / Endive / Scarole,25,Légumes fleurs,Chicorée Endive Scarole,"[['CROPS_FR', 'CES', 'Chicorée Endive Scarole', 'Chicorée', 2, 100]]","['CROPS_FR', 'CES', 'Chicorée Endive Scarole', 'Chicorée', 2, 100]",2.0,100.0
CHU,Légumes ou fleurs,Chou,25,Légumes fleurs,Chou,"[['CROPS_FR', 'CHU', 'Chou', 'Choux', 2, 89]]","['CROPS_FR', 'CHU', 'Chou', 'Choux', 2, 89]",2.0,89.0
CMB,Légumes ou fleurs,Courge musquée / Butternut,25,Légumes fleurs,Courge musquée Butternut,[],[],,
CRA,Légumes ou fleurs,Cresson alénois de 5 ans ou moins,25,Légumes fleurs,Cresson alénois de 5 ans moins,[],[],,
CRN,Légumes ou fleurs,Cornille,25,Légumes fleurs,Cornille,[],[],,
CRS,Légumes ou fleurs,Cresson,25,Légumes fleurs,Cresson,[],[],,
CSS,Légumes ou fleurs,Culture sous serre hors sol,25,Légumes fleurs,Culture sous serre hors sol,[],[],,
DOL,Légumes ou fleurs,Dolique,25,Légumes fleurs,Dolique,[],[],,
EPI,Légumes ou fleurs,Épinard,25,Légumes fleurs,Épinard,"[['CROPS_FR', 'EPI', 'Épinard', 'Epinards', 2, 80]]","['CROPS_FR', 'EPI', 'Épinard', 'Epinards', 2, 80]",2.0,80.0
FLA,Légumes ou fleurs,Autre légume ou fruit annuel,25,Légumes fleurs,légume fruit annuel,[],[],,
FLP,Légumes ou fleurs,Autre légume ou fruit pérenne,25,Légumes fleurs,légume fruit pérenne,[],[],,
FRA,Légumes ou fleurs,Fraise,25,Légumes fleurs,Fraise,"[['CROPS_FR', 'FRA', 'Fraise', 'Fraises', 3, 92]]","['CROPS_FR', 'FRA', 'Fraise', 'Fraises', 3, 92]",3.0,92.0
GER,Légumes ou fleurs,Géranium,25,Légumes fleurs,Géranium,[],[],,
HAR,Légumes ou fleurs,Haricot / Flageolet,25,Légumes fleurs,Haricot Flageolet,"[['CROPS_FR', 'HAR', 'Haricot Flageolet', 'Haricots', 7, 93]]","['CROPS_FR', 'HAR', 'Haricot Flageolet', 'Haricots', 7, 93]",7.0,93.0
HPC,Légumes ou fleurs,Horticulture ornementale de plein champ,25,Légumes fleurs,Horticulture ornementale de plein champ,[],[],,
HSA,Légumes ou fleurs,Horticulture ornementale sous abri,25,Légumes fleurs,Horticulture ornementale sous abri,[],[],,
LBF,Légumes ou fleurs,Laitue / Batavia / Feuille de chêne,25,Légumes fleurs,Laitue Batavia Feuille de chêne,"[['CROPS_FR', 'LBF', 'Laitue Batavia Feuille de chêne', 'Laitue', 2, 100]]","['CROPS_FR', 'LBF', 'Laitue Batavia Feuille de chêne', 'Laitue', 2, 100]",2.0,100.0
LSA,Légumes ou fleurs,Légume sous abri,25,Légumes fleurs,Légume sous abri,[],[],,
MAC,Légumes ou fleurs,Mâche,25,Légumes fleurs,Mâche,[],[],,
MLO,Légumes ou fleurs,Melon,25,Légumes fleurs,Melon,"[['CROPS_FR', 'MLO', 'Melon', 'Melons', 2, 91]]","['CROPS_FR', 'MLO', 'Melon', 'Melons', 2, 91]",2.0,91.0
MRG,Légumes ou fleurs,Marguerite,25,Légumes fleurs,Marguerite,[],[],,
NVT,Légumes ou fleurs,Navet,25,Légumes fleurs,Navet,"[['CROPS_FR', 'NVT', 'Navet', 'Navets', 2, 91]]","['CROPS_FR', 'NVT', 'Navet', 'Navets', 2, 91]",2.0,91.0
